"OWC","eHRAF.Name","ID","EA.ID","PSF.Cluster","Coder","H.1.","H.2.a.","H.2.b.","H.3.","H.4.","H.5.","H.6.","H.7.3.","H.7.2.","H.8.","H.9.a.","H.9.b.","H.9.c.","H.9.d.","H.10.","H.11.","H.12.","periods","time","period.count"
"FE12","Akan",19,"Af03","6","DR",2,"GEN","GEN","30,60",2,"Fl",NA,1,1,2,1,1,1,4,4,4,3,2,"30",2
"FE12","Akan",19,"Af03","6","DR",2,"GEN","GEN","30,60",2,"Fl",NA,1,1,2,1,1,1,4,4,4,3,2,"60",2
"FE12","Akan",19,"Af03","6","DR",2,"GEN","GEN","30,60",2,"Fl",NA,1,1,2,1,1,1,4,4,4,3,2,"60",2
"FF57","Tiv",16,"Ah03","9","AD",1,"GEN","GEN","60, 90",2,"PE",NA,NA,NA,1,3,1,1,1,3,1,1,2,NA,0
"FF57","Tiv",16,"Ah03","9","AD",2,"GEN","GEN","30, 60",2,"Wi",2,2,2,1,3,1,1,2,2,4,3,2,"30",2
"FF57","Tiv",16,"Ah03","9","AD",2,"GEN","GEN","30, 60",2,"Wi",2,2,2,1,3,1,1,2,2,4,3,2,"30",2
"FF57","Tiv",16,"Ah03","9","AD",2,"GEN","GEN","30, 60",2,"Wi",2,2,2,1,3,1,1,2,2,4,3,2,"60",2
"FF57","Tiv",16,"Ah03","9","AD",2,"GEN","GEN","30, 60",2,"Wi",2,2,2,1,3,1,1,2,2,4,3,2,"60",2
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"30",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"30",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"30",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"30",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"60",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"60",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"60",4
"FF57","Tiv",16,"Ah03","9","AD",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,3,2,1,1,1,2,5,3,2,"60",4
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"30",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",1,"GEN","GEN","30, 60",2,"Fl",2,2,2,3,2,1,1,1,2,7,3,2,"60",20
"FI21","Masa",27,"Ai09",NA,"DR",2,"1902","1902","30",2,"Lo",2,2,2,1,4,4,3,1,4,3,3,1,"30",1
"FI21","Masa",27,"Ai09",NA,"DR",3,"1902","1902","30",2,"Dr",2,1,1,1,4,4,3,1,4,3,3,1,"30",1
"FJ21","Nuba",30,"Ai10",NA,"DR",1,"GEN","GEN","30, 60",2,"Lo",1.5,2,2,1,3,1,NA,1,3,4,3,2,"30",2
"FJ21","Nuba",30,"Ai10",NA,"DR",1,"GEN","GEN","30, 60",2,"Lo",1.5,2,2,1,3,1,NA,1,3,4,3,2,"30",2
"FJ21","Nuba",30,"Ai10",NA,"DR",1,"GEN","GEN","30, 60",2,"Lo",1.5,2,2,1,3,1,NA,1,3,4,3,2,"60",2
"FJ21","Nuba",30,"Ai10",NA,"DR",1,"GEN","GEN","30, 60",2,"Lo",1.5,2,2,1,3,1,NA,1,3,4,3,2,"60",2
"FJ21","Nuba",30,"Ai10",NA,"DR",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,1,3,1,NA,1,3,4,3,2,"30",2
"FJ21","Nuba",30,"Ai10",NA,"DR",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,1,3,1,NA,1,3,4,3,2,"30",2
"FJ21","Nuba",30,"Ai10",NA,"DR",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,1,3,1,NA,1,3,4,3,2,"60",2
"FJ21","Nuba",30,"Ai10",NA,"DR",4,"GEN","GEN","30, 60",2,"Dr",2,1,1,1,3,1,NA,1,3,4,3,2,"60",2
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"30",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FJ21","Nuba",30,"Ai10",NA,"DR",5,"GEN","GEN","30, 60",2,"SDS",2,2,2,1,0.5,NA,NA,NA,1,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",5,"GEN","GEN","30,60",2,"Wi",2,2,2,3,2,NA,NA,NA,2,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"30",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"60",20
"FK07","Ganda",12,"Ad07","4","Coded by DR and revised by DR",6,"GEN","GEN","30,60",2,"Li",2,2,2,2,2,1,2.5,1,2.5,7,3,2,"60",20
